original_image_file,cropped_image_file,Date,Tag Number,Tag Number 3,det_num,det_confidence,species1,prob1,Human_verified_spp,species2,prob2,species3,prob3,entropy,classification_precision,Species,Trademark/Cultivar,AscensionNumber,EYB_Inflorescence Type,RHS_InflorescentType,Flower Type,False Sepals,Color,SterileFloretLength(in),SterileFloretLength(cm),PanicleLength(in),AvgInflorescencesPerPanicle
Braatz_images\20-07-13_done\B5\apis_mellifera.png,apis_mellifera_1.jpg,2020-07-13,B5,B5,1,0.9032,Apis_mellifera,99.7,Yes,Apis_mellifera,0.1,Osmia,0,0.0247,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,
Braatz_images\20-07-27_done\A5\Q7278132.JPG,Q7278132_1.jpg,2020-07-27,A5,A5,1,0.9001,Wasp,100,Yes,Syrphidae,0,Megachile_sculpturalis,0,0.0051,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,
Braatz_images\20-08-19_done\A6\Q8190109.JPG,Q8190109_1.jpg,2020-08-19,A6,A6,1,0.9037,Wasp,100,Yes,Sphecodes,0,Coleoptera,0,0.0002,0.9575,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,
Braatz_images\20-08-26_done\C3\Q8260728.JPG,Q8260728_1.jpg,2020-08-26,C3,C3,1,0.9063,Wasp,99.9,Yes,Megachile_sculpturalis,0,Melissodes_bimaculatus,0,0.0058,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,
Braatz_images\20-08-28_done\B8\Q8280788.JPG,Q8280788_1.jpg,2020-08-28,B8,B8,1,0.9122,Wasp,100,Yes,Coleoptera,0,Hylaeus,0,0,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,
Braatz_images\20-08-31_done\A6\wasp.png,wasp_1.jpg,2020-08-31,A6,A6,1,0.9172,Wasp,88.2,Yes,Hylaeus_modestus,4.4,Syrphidae,2.5,0.5893,0.9575,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,
Braatz_images\20-09-02_done\B21\Q9021318.JPG,Q9021318_1.jpg,2020-09-02,B21,B21,1,0.9052,Wasp,100,Yes,Coleoptera,0,Syrphidae,0,0.0019,0.9575,Hydrangea paniculata,Great Star,12020,Very dense,Half-open,Lacy panicle,4,White,3.25,,11,
Braatz_images\20-09-18_done\C16\wasp.png,wasp_1.jpg,2020-09-18,C16,C16,1,0.9303,Wasp,88.2,Yes,Hylaeus_modestus,4.4,Syrphidae,2.5,0.5893,0.9575,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,
Braatz_images\2019_07_19_done\5A\apis_mellifera.png,apis_mellifera_1.jpg,2019-07-19,A5,A5,1,0.9234,Apis_mellifera,99.7,Yes,Apis_mellifera,0.1,Osmia,0,0.0247,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,
Braatz_images\2019_07_26_done\5B\apis_mellifera.png,apis_mellifera_1.jpg,2019-07-26,B5,B5,1,0.9129,Apis_mellifera,99.7,Yes,Apis_mellifera,0.1,Osmia,0,0.0247,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,
Braatz_images\2019_08_02_done\10D\P8020998.JPG,P8020998_1.jpg,2019-08-02,D10,D10,1,0.9034,Wasp,100,Yes,Coleoptera,0,Sphecodes,0,0.0006,0.9575,Hydrangea paniculata,Daimond Rogue,17047,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,
Braatz_images\2019_08_07_done\5A\P8071135.JPG,P8071135_1.jpg,2019-08-07,A5,A5,1,0.9093,Wasp,100,Yes,Coleoptera,0,Sphecodes,0,0.0035,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,
Braatz_images\2019_08_23_done\6A\P8231442.JPG,P8231442_1.jpg,2019-08-23,A6,A6,1,0.9046,Bombus_impatiens,98.9,Yes,Xylocopa_virginica,0.2,Bombus_wilmattae,0.2,0.0934,0.9491,Hydrangea paniculata,Honey Comb,11031,Open,0,Lacy panicle,4,White,2,,12,
Braatz_images\2019_08_23_done\6B\P8231524.JPG,P8231524_1.jpg,2019-08-23,B6,B6,1,0.9133,Wasp,100,Yes,Coleoptera,0,Sphecodes,0,0.0002,0.9575,Hydrangea paniculata,Mega Pearl,1128,Half-open,Half-open,Lacy panicle,4,Pink-white,0,,0,
Braatz_images\2019_08_23_done\7A\P8231479.JPG,P8231479_1.jpg,2019-08-23,A7,A7,1,0.9257,Augochloropsis,99.9,Yes,Augochlora,0.1,Augochlorella,0,0.0068,0.8985,Hydrangea paniculata,Tickled Pink,11044,Half-open,0,Lacy panicle,4,Pink-white,1.25,,12,
Braatz_images\2019_08_23_done\7A\P8231481.JPG,P8231481_1.jpg,2019-08-23,A7,A7,1,0.9017,Augochloropsis,71.9,Yes,Augochlora,27.1,Augochlorella,1,0.6429,0.8985,Hydrangea paniculata,Tickled Pink,11044,Half-open,0,Lacy panicle,4,Pink-white,1.25,,12,
Braatz_images\2019_09_05_done\13B\P9052530.JPG,P9052530_1.jpg,2019-09-05,B13,B13,1,0.9021,Bombus_impatiens,91.9,Yes,Bombus_bimaculatus,3.6,Bombus_griseocollis,2.7,0.3864,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,
Braatz_images\2019_09_05_done\1D\P9052647.JPG,P9052647_1.jpg,2019-09-05,D1,D1,1,0.9098,Wasp,99.9,Yes,Syrphidae,0.1,Hyleoides,0,0.0068,0.9575,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\2019_09_23_done\3C\P9233303.JPG,P9233303_1.jpg,2019-09-23,C3,C3,1,0.9009,Wasp,100,,Coleoptera,0,Hylaeus,0,0.0003,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_09_26_done\18B\P9263679.JPG,P9263679_1.jpg,2019-09-26,B18,B18,1,0.9278,Wasp,100,,Coleoptera,0,Sphecodes,0,0.0003,0.9575,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_26_done\18B\P9263680.JPG,P9263680_1.jpg,2019-09-26,B18,B18,1,0.9103,Wasp,100,,Coleoptera,0,Sphecodes,0,0.0004,0.9575,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_26_done\18B\P9263793.JPG,P9263793_1.jpg,2019-09-26,B18,B18,1,0.9048,Coleoptera,99.9,,Wasp,0.1,Syrphidae,0,0.0108,0.9916,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_30_done\1C\fly.png,fly_1.jpg,2019-09-30,C1,C1,1,0.9203,Syrphidae,99.8,,Diptera,0.2,Coleoptera,0,0.0211,0.9836,Hydrangea paniculata,Ruby,98053,Half-open,0,Mop-like panicle,NA,Pink,0,,0,46.2
Braatz_images\2019_09_30_done\2020_07_16_B5_Q7167223_apis_mellifera.png,2020_07_16_B5_Q7167223_apis_mellifera_1.jpg,2019-09-30,#VALUE!,,1,0.9111,Apis_mellifera,95,,Xylocopa_tenuiscapa,1,Syrphidae,0.8,0.3476,0.9707,,,,,,,,,,,,
Braatz_images\2019_09_30_done\2020_08_03_Q8038654_rufo_male_unknown.png,2020_08_03_Q8038654_rufo_male_unknown_1.jpg,2019-09-30,#VALUE!,,1,0.9103,Bombus_citrinus,84.3,,Bombus_rufocinctus,13.8,Bombus_insularis,0.8,0.5243,0.9618,,,,,,,,,,,,
Braatz_images\2019_09_30_done\2020_08_03_Q8038654_rufo_unknown_same_individual.png,2020_08_03_Q8038654_rufo_unknown_same_individual_1.jpg,2019-09-30,#VALUE!,,1,0.9245,Bombus_citrinus,74.3,,Bombus_rufocinctus,13.2,Bombus_insularis,11.2,0.8184,0.9618,,,,,,,,,,,,
Braatz_images\2019_09_30_done\2020_08_03_Q8038671_apis_mellifera.png,2020_08_03_Q8038671_apis_mellifera_1.jpg,2019-09-30,#VALUE!,,1,0.9081,Apis_mellifera,98.7,,Megachile_perihirta,0.5,Megachile,0.2,0.0992,0.9707,,,,,,,,,,,,
Braatz_images\2019_09_30_done\4A\P9303829.JPG,P9303829_1.jpg,2019-09-30,A4,A4,1,0.9002,Bombus_impatiens,97.1,,Bombus_affinis,1.3,Bombus_bimaculatus,1.1,0.1674,0.9491,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_09_30_done\4A\P9303830.JPG,P9303830_1.jpg,2019-09-30,A4,A4,1,0.9042,Bombus_impatiens,96.7,,Bombus_bimaculatus,2.9,Bombus_affinis,0.2,0.1597,0.9491,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_09_30_done\4A\P9303831.JPG,P9303831_1.jpg,2019-09-30,A4,A4,1,0.9092,Bombus_impatiens,99.3,,Bombus_bimaculatus,0.6,Bombus_griseocollis,0,0.05,0.9491,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_09_30_done\4A\P9303838.JPG,P9303838_1.jpg,2019-09-30,A4,A4,1,0.9111,Bombus_impatiens,98.6,,Bombus_affinis,1,Bombus_bimaculatus,0.2,0.0877,0.9491,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_10_14_done\3C\fly5_from_movie.png,fly5_from_movie_1.jpg,2019-10-14,C3,C3,1,0.9135,Syrphidae,99,,Diptera,1,Xylocopa,0,0.0551,0.9836,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_10_19_done\10A\P9102914.JPG,P9102914_1.jpg,2019-10-19,A10,A10,1,0.9,Bombus_impatiens,95.7,,Bombus_affinis,2.4,Bombus_bimaculatus,1.1,0.2367,0.9491,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_10_19_done\5D\P9103099.JPG,P9103099_1.jpg,2019-10-19,D5,D5,1,0.9003,Wasp,99.7,,Syrphidae,0.3,Coleoptera,0,0.0188,0.9575,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\7-9-21_done\A11\Q7093944.JPG,Q7093944_1.jpg,2021-07-09,A11,A11,1,0.9015,Bombus_affinis,100,,Bombus,0,Bombus_crotchii,0,0.0003,0.9677,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\7-9-21_done\A11\Q7093945.JPG,Q7093945_1.jpg,2021-07-09,A11,A11,1,0.905,Bombus_affinis,99.8,,Bombus,0.2,Bombus_griseocollis,0,0.0177,0.9677,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\7-9-21_done\B5\Q7093995.JPG,Q7093995_1.jpg,2021-07-09,B5,B5,1,0.9055,Coleoptera,99.5,,Wasp,0.2,Lepidoptera,0,0.0384,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\9-16-21_done\Q9165794.JPG,Q9165794_1.jpg,2021-09-16,,,1,0.9008,Bombus_impatiens,97.6,,Bombus_bimaculatus,1.6,Meroglossa,0.1,0.1546,0.9491,,,,,,,,,,,,
Braatz_images\9-16-21_done\Q9165795.JPG,Q9165795_1.jpg,2021-09-16,,,1,0.909,Bombus_impatiens,98,,Bombus_griseocollis,1.1,Bombus_bimaculatus,0.4,0.1303,0.9491,,,,,,,,,,,,
Braatz_images\20-07-10_done\A1-1\Q7106536.JPG,Q7106536_1.jpg,2020-07-10,A1,A1,1,0.7279,Diptera,99.5,Yes,Syrphidae,0.5,Coleoptera,0,0.0303,0.9755,Hydrangea paniculata,Strawberry Shake,18031B,Very dense,0,Mop-like panicle,4,Pink-white,0,,0,68.4
Braatz_images\20-07-10_done\A11\Q7106553.JPG,Q7106553_1.jpg,2020-07-10,A11,A11,1,0.857,Bombus_affinis,100,Yes,Bombus_vagans_sandersoni,0,Bombus_hypocrita,0,0.0004,0.9677,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106554.JPG,Q7106554_1.jpg,2020-07-10,A11,A11,1,0.8148,Wasp,94.5,Yes,Syrphidae,3.6,Coleoptera,0.9,0.2832,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106555.JPG,Q7106555_1.jpg,2020-07-10,A11,A11,1,0.8201,Wasp,99.1,Yes,Hylaeus,0.7,Sphecodes,0.1,0.0601,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106556.JPG,Q7106556_1.jpg,2020-07-10,A11,A11,1,0.8243,Wasp,98.4,Yes,Syrphidae,1.6,Hylaeus,0,0.0867,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106557.JPG,Q7106557_1.jpg,2020-07-10,A11,A11,1,0.7245,Syrphidae,98.5,Maybe,Wasp,1.1,Diptera,0.3,0.0872,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106558.JPG,Q7106558_1.jpg,2020-07-10,A11,A11,1,0.7276,Wasp,94.1,Yes,Syrphidae,5.9,Meliponini,0,0.2252,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106563.JPG,Q7106563_1.jpg,2020-07-10,A11,A11,1,0.7163,Coleoptera,95.6,Yes,Syrphidae,2.9,Agapostemon_splendens,0.6,0.2356,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106565.JPG,Q7106565_1.jpg,2020-07-10,A11,A11,1,0.7741,Lasioglossum,94.9,Maybe,Andrena,2.2,Halictus_rubicundus,1.3,0.2732,0.9521,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106566.JPG,Q7106566_1.jpg,2020-07-10,A11,A11,1,0.7719,Lasioglossum,91.6,Maybe,Halictus_ligatus,6.1,Halictus,1.1,0.3641,0.9521,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106567.JPG,Q7106567_1.jpg,2020-07-10,A11,A11,1,0.7874,Lasioglossum,53.4,Maybe,Halictus_rubicundus,39,Halictus_ligatus,6.6,0.9359,0.9521,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106568.JPG,Q7106568_1.jpg,2020-07-10,A11,A11,1,0.8773,Apis_mellifera,99.8,Yes,Apis_mellifera,0.1,Syrphidae,0,0.0159,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106569.JPG,Q7106569_1.jpg,2020-07-10,A11,A11,1,0.8498,Apis_mellifera,97.1,Yes,Apis_mellifera,2.2,Osmia_bicornis,0.2,0.1688,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106572.JPG,Q7106572_1.jpg,2020-07-10,A11,A11,1,0.8305,Syrphidae,99.9,Yes,Diptera,0.1,Xylocopa_virginica,0,0.0104,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106573.JPG,Q7106573_1.jpg,2020-07-10,A11,A11,1,0.8352,Syrphidae,100,Yes,Diptera,0,Xylocopa_virginica,0,0.0038,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106574.JPG,Q7106574_1.jpg,2020-07-10,A11,A11,1,0.7796,Bombus_affinis,100,Yes,Bombus_melanopygus,0,Bombus_impatiens,0,0.0001,0.9677,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106577.JPG,Q7106577_1.jpg,2020-07-10,A11,A11,1,0.7919,Bombus_affinis,100,Yes,Anthophora_bomboides,0,Bombus_terricola,0,0.0021,0.9677,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106579.JPG,Q7106579_1.jpg,2020-07-10,A11,A11,1,0.8775,Wasp,85.5,Yes,Hylaeus,12,Hyleoides,0.7,0.5317,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106580.JPG,Q7106580_1.jpg,2020-07-10,A11,A11,1,0.8639,Wasp,86.9,Yes,Hylaeus,6.4,Syrphidae,3.3,0.5965,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106581.JPG,Q7106581_1.jpg,2020-07-10,A11,A11,1,0.7489,Wasp,70.9,Yes,Syrphidae,26.4,Nomada,2.1,0.7114,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106585.JPG,Q7106585_1.jpg,2020-07-10,A11,A11,1,0.7826,Bombus_affinis,99.6,Maybe,Bombus_perplexus,0.2,Bombus_vagans_sandersoni,0.1,0.0292,0.9677,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106589.JPG,Q7106589_1.jpg,2020-07-10,A11,A11,1,0.7629,Wasp,98.6,Yes,Syrphidae,0.7,Nomada,0.6,0.0892,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106590.JPG,Q7106590_1.jpg,2020-07-10,A11,A11,1,0.7143,Apis_mellifera,98.2,Yes,Andrena,0.7,Apis_mellifera,0.4,0.1295,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106592.JPG,Q7106592_1.jpg,2020-07-10,A11,A11,1,0.707,Lasioglossum,46.6,Yes,Halictus_ligatus,30.3,Halictus,17.4,1.2658,0.9521,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106596.JPG,Q7106596_1.jpg,2020-07-10,A11,A11,1,0.8007,Wasp,86.4,Yes,Syrphidae,12.7,Ceylalictus,0.3,0.4466,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106597.JPG,Q7106597_1.jpg,2020-07-10,A11,A11,1,0.7036,Wasp,99.9,Yes,Syrphidae,0.1,Hylaeus,0,0.0121,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106598.JPG,Q7106598_1.jpg,2020-07-10,A11,A11,1,0.7781,Apis_mellifera,80.2,Yes,Apis_dorsata,12.2,Apis_mellifera,3.7,0.7218,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106605.JPG,Q7106605_1.jpg,2020-07-10,A11,A11,1,0.7775,Diptera,82.3,Yes,Syrphidae,17.4,Coleoptera,0.2,0.4825,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106606.JPG,Q7106606_1.jpg,2020-07-10,A11,A11,1,0.8083,Wasp,96.8,Yes,Nomada,1.1,Dianthidium,0.7,0.2015,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106607.JPG,Q7106607_1.jpg,2020-07-10,A11,A11,1,0.7565,Wasp,97,Yes,Nomada,2.9,Syrphidae,0,0.1396,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106609.JPG,Q7106609_1.jpg,2020-07-10,A11,A11,1,0.7659,Wasp,97.7,Yes,Ceratina,1.3,Syrphidae,0.4,0.1393,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106682.JPG,Q7106682_1.jpg,2020-07-10,A11,A11,1,0.7978,Apis_mellifera,77.4,Yes,Apis_mellifera,18.9,Xylocopa,1.9,0.7012,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106683.JPG,Q7106683_1.jpg,2020-07-10,A11,A11,1,0.727,Diptera,100,Yes,Syrphidae,0,Pseudaugochlora,0,0.001,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106684.JPG,Q7106684_1.jpg,2020-07-10,A11,A11,1,0.774,Diptera,98.4,Yes,Syrphidae,1.5,Coleoptera,0,0.0851,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106686.JPG,Q7106686_1.jpg,2020-07-10,A11,A11,1,0.7255,Syrphidae,99.1,Yes,Diptera,0.4,Coleoptera,0.2,0.0641,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106690.JPG,Q7106690_1.jpg,2020-07-10,A11,A11,1,0.7265,Syrphidae,96,Yes,Diptera,2.2,Bombus_ardens,0.7,0.2283,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106693.JPG,Q7106693_1.jpg,2020-07-10,A11,A11,1,0.7067,Syrphidae,68.5,Yes,Apis_mellifera,10.9,Halictus,8.4,1.2956,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106695.JPG,Q7106695_1.jpg,2020-07-10,A11,A11,1,0.7476,Hylaeus_modestus,29.5,No,Meliponini,14.4,Halictus_rubicundus,14.3,2.4287,0.8886,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106696.JPG,Q7106696_1.jpg,2020-07-10,A11,A11,1,0.8007,Diptera,90.8,Yes,Syrphidae,9,Coleoptera,0.1,0.3155,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106697.JPG,Q7106697_1.jpg,2020-07-10,A11,A11,1,0.7691,Diptera,96.3,Yes,Syrphidae,3.4,Coleoptera,0.3,0.169,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106698.JPG,Q7106698_1.jpg,2020-07-10,A11,A11,1,0.7041,Syrphidae,82.9,Maybe,Diptera,16.5,Xylocopa_tabaniformis,0.2,0.4987,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106704.JPG,Q7106704_1.jpg,2020-07-10,A11,A11,1,0.7833,Apis_mellifera,99.8,Yes,Augochloropsis,0,Apis_mellifera,0,0.0206,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106705.JPG,Q7106705_1.jpg,2020-07-10,A11,A11,1,0.79,Apis_mellifera,45.2,Yes,Apis_mellifera,31.1,Apis_dorsata,22.4,1.1614,0.9488,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106706.JPG,Q7106706_1.jpg,2020-07-10,A11,A11,1,0.7734,Syrphidae,51.3,No,Diptera,47.1,Coleoptera,1.4,0.7725,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106707.JPG,Q7106707_1.jpg,2020-07-10,A11,A11,1,0.7843,Diptera,61.8,Yes,Syrphidae,29.6,Bombus_vagans_sandersoni,2.1,1.0899,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106708.JPG,Q7106708_1.jpg,2020-07-10,A11,A11,1,0.8149,Diptera,82,Yes,Syrphidae,17.5,Coleoptera,0.5,0.5016,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106709.JPG,Q7106709_1.jpg,2020-07-10,A11,A11,1,0.7843,Diptera,98.8,Yes,Syrphidae,1.2,Coleoptera,0,0.0684,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106712.JPG,Q7106712_1.jpg,2020-07-10,A11,A11,1,0.7172,Apis_mellifera,99.4,Yes,Apis_mellifera,0.2,Osmia_bicornis,0.1,0.0544,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106713.JPG,Q7106713_1.jpg,2020-07-10,A11,A11,1,0.7603,Bombus_perplexus,88.4,No,Xylocopa,9.3,Centris,0.9,0.4709,0.9607,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\20-07-10_done\A11\Q7106718.JPG,Q7106718_1.jpg,2020-07-10,A11,A11,1,0.7644,Diptera,99.2,Yes,Syrphidae,0.8,Coleoptera,0,0.0474,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
